Burela E
Villafranca de los Barros D
Humanes E
Tarazona E
Sang\xc3\xbcesa E
Hoyo de Manzanares E
Cañete E
Cudillero E
Cádiar E
Sarrión E
Villarejo de Salvan\xc3\xa9s E
Ares C
Tarragona A
Molledo E
La Estrada La Estrada C
Setenil de las Bodegas E
Aldán E
Mugardos E
San Vicente de la Sonsierra E
O Pino E
Castelser\xc3\xa1s E
Blanca E
Betanzos D
Vimianzo E
Barranda E
Sanlúcar de Barrameda B
Riós E
Cuéllar Cubellas D
Soto de la Marina E
Urrea de Ga\xc3\xa9n E
Olvera E
Valverde de los Arroyos E
La Cañiza E
Villajoyosa C
Huesca B
Alhaurín el Grande C
Torredonjimeno D
Estepa E
Almonte C
Valdorria E
Fraga D
Campo de Criptana D
Fregenal de la Sierra E
Alcázar de San Juan C
Hinojosa del Duque E
Alfambra E
Muros E
Triana E
Silió D
Barcenaciones E
El Grove D
Terrer E
Feria E
Laxe E
Gandía E
Lucena C
Benabarre E
Boiro D
Alhama de Granada E
Morata de Taju\xc3\xb1a E
Arbo E
Arriondas E
San Sebastián de los Reyes B
Sos del Rey Cat\xc3\xb3lico E
Santa Cruz de Tenerife A
Mun\xc3\xa9brega E
Navia E
Calahorra C
Avilés B
Ramales de la Victoria E
Fuente D\xc3\xa9 E
Celanova E
Bailo E
Boqueij\xc3\xb3n E
Aniezo E
Moaña D
Morón de la Frontera C
La Solana D
Moya E
Poblados Mar\xc3\xadtimos E
Villanueva y Geltrú B
Vigo A
Manzaneda E
Marchena D
Consuegra D
La Puebla de H\xc3\xadjar E
Carmona C
Pedro Mu\xc3\xb1oz E
San Pedro Manrique E
Cadavedo E
Bande E
Begonte E
Callosa de Segura D
Arahal D
Aguaviva E
Elche  A
Barcelona A
Ciudad Real B
Valverde de J\xc3\xbacar E
Bayona D
Tobarra E
Mancomunidad Tajo-Salor E
Litu\xc3\xa9nigo E
Parroquia de Navelgas E
Albox D
Alájar E
San Vicente de la Barquera E
Castropol E
Alcalá de Henares A
Matarra\xc3\xb1a E
Daganzo de Arriba E
Candás E
Santillana del Mar E
Astorga D
Infiesto E
Zamora B
Pinofranqueado E
Camari\xc3\xb1as E
Monzón D
Torrevieja B
Sevilla A
Trasmoz E
Redondela C
Guitiriz E
Meis E
Graus E
Villanueva del Ariscal E
Cangas de Morrazo C
Pedroche E
Caspe E
Baza  C
Almansa  C
Ribadavia E
Puenteareas C
Motilla del Palancar E
Calasparra D
Horcajo de Santiago E
Cortelazor E
Albacete A
Pozoblanco D
Las Arenas E
Arbós E
Barreiros E
Alcalá de Guadaíra B
Olot C
Miranda de Ebr C
Corral de Almaguer E
La Unión D
Cabana de Berganti\xc3\xb1os E
Denia C
Lagos de Covadonga E
Alcalá del Río D
Used (Zaragoza) E
Navalvillar de Pela E
Caraba\xc3\xb1a E
Espinosa de Henares E
Salcedo E
Taboada E
Mota del Cuervo E
Moratalla E
San Cipri\xc3\xa1n E
As Pontes de Garc\xc3\xada Rodr\xc3\xadguez E
Jaén A
Las Cabezas de San Juan D
Fortuna E
Zubieta E
Mos D
Béjar D
Navalcarnero C
Moriles B
Alcorisa E
Las Fraguas (Cantabria) E
Cogolludo E
Santiago de Compostela B
Lagartera E
Talavera de la Reina B
Mondo\xc3\xb1edo E
Puebla de Don Fadrique E
Gijón A
Aranjuez B
La Roda de Andalucía E
Teo D
Jávea C
Arnedillo E
Tudela C
Cuevas del Almanzora D
Almonacid del Marquesado E
Pina de Ebro E
Galicia A
Alsasua E
El Molar E
Brihuega B
Alcoy B
Quel E
Cea E
Santoña D
A\xc3\xadnsa-Sobrarbe E
Villaviciosa D
Llanera D
Alcañiz D
Abanilla E
Valencia de Alc\xc3\xa1ntara E
Ferrol B
Huércal-Overa D
Alcalá la Real C
Cocentaina D
Abarán D
Malpica de Berganti\xc3\xb1os E
San Pedro del Pinatar C
Fern\xc3\xa1n Caballero E
La Rambla E
Cospeito E
Cillero (Vivero) E
El Bonillo E
Bouzas E
Oroso E
Zaragoza  A
Ocón E
Xátiva C
La Guardia E
Chantada E
Escobedo de Camargo E
Medina de Rioseco E
Bujalance E
Cervera E
Castellón de la Plana A
Finisterre E
Valga E
Carballino D
Arcos de la Frontera C
Estella-Lizarra E
Jerez de la Frontera A
Pizarra E
Ansó E
Villanueva de la Vera E
Castillo de Monterrey E
Torrijo de la Ca\xc3\xb1ada E
Almudévar E
Palencia B
Rianjo E
Zaorejas E
El Entrego E
Coria D
Almuñécar  C
Salamanca  A
Puertollano  C
Cabez\xc3\xb3n de Li\xc3\xa9bana E
Vivero  D
Ponferrada B
Istán E
Cabra C
Hita E
Callosa de Ensarri\xc3\xa1 E
Andújar C
Ginzo de Limia D
Cicera E
Langreo C
El Prado E
Tauste E
Ampuero E
Ejea de los Caballeros D
Moraña  D
Santa Fe D
Torazo E
Chinchilla de Montearag\xc3\xb3n E
Jumilla C
Estepona B
Estercuel E
Herencia E
San Asensio E
Baeza D
Santa Cruz de La Palma D
El Cerro de And\xc3\xa9valo E
San Miguel E
Jarandilla de la Vera E
Arzúa E
San Fernando B
Sober E
Campillos E
Guadalupe E
La Matanza E
Maceda E
Samper de Calanda E
Cervo E
Molina de Arag\xc3\xb3n E
Mula  D
Antequera C
Valverde de la Vera E
Murcia A
Méntrida E
Archena D
Valle del Jerte E
Noreña E
San Roque C
Ojedo E
Sueca C
Artajona E
Llanes D
Valencia  A
Ortigueira E
Oliva de la Frontera E
Puentecaldelas E
Úbeda C
Archidona E
Arroyo de la Luz E
Jerez de los Caballeros D
Águilas C
El Toboso E
Alcantarilla C
La Milla del R\xc3\xado E
Monterrey E
Totana C
Tomelloso C
Jaca D
Montiel E
Cádiz A
Obanos E
Villa de Cruces E
Villoslada de Cameros E
Tamarite de Litera E
Atienza E
Falces E
Monterroso E
Mora E
Benia de Onís E
Fuentidueña de Tajo E
Arriate E
Ribadeo E
Gines D
Catoira E
Silleda E
Villamayor de Calatrava E
Maluenda E
Burgos A
Logroño A
Ateca E
Oviedo A
A Pontenova E
Caudete D
Villena C
Calatayud C
La Coruña A
Bocairente E
Vega del Codorno E
Buitrago del Lozoya E
Martos  C
Torrejoncillo E
Tarancón D
Carrea E
Huete E
Segorbe E
Priego de Córdoba C
Zújar E
Montehermoso E
Vélez-Málaga B
Vall de Uxó C
Orihuela B
San Lorenzo de El Escorial D
Badajoz A
Moreda E
Porzuna E
Villa de Gracia E
Tortosa C
Quiroga E
Suances E
San Pablo de los Montes E
Villaviciosa de Odón C
Novallas E
Yecla C
Benamaurel E
Narón C
Bembibre E
Cabezón de la Sal E
